title,author,binding,isbn,publisher,publication_date,categories,url,length,width,height,sales_price,stock_quantity
THE BAXTERS: A PREQUEL,"Kingsbury, Karen",Paperback,9781670000000.0,Atria Books,,"['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781668062388B/the-baxters-a-prequel,8.39,5.5,1.01,3.25,3
THE BAXTERS: A PREQUEL,"Kingsbury, Karen",Hardcover,9781980000000.0,Atria Books,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9781982104252B/the-baxters-a-prequel,8.66,5.78,1.37,3.5,808
"BAYOU BELOVED (BUTTERFLY BAYOU, BK. 6)","Blake, Lexi",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593439579B/bayou-beloved-butterfly-bayou-bk-6,6.7,4.09,1.02,1.69,69
"BAYOU DREAMING (BUTTERFLY BAYOU, BK. 3)","Blake, Lexi",Pocket Books,9781980000000.0,Penguin Random House Company,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984806604B/bayou-dreaming-butterfly-bayou-bk-3,6.7,4.11,0.99,1.5,109
"BAYOU SWEETHEART (BUTTERFLY BAYOU, BK. 5)","Blake, Lexi",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593439555B/bayou-sweetheart-butterfly-bayou-bk-5,6.75,4.38,1.16,1.69,11
"BE MINE FOREVER (THE BENNETT, BK. 3)","Ryan, Kennedy",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538766927B/be-mine-forever-the-bennett-bk-3,7.63,5.2,1.31,3.0,1000
THE BEACH HOUSE,"Hale, Jenny",Paperback,9781540000000.0,Forever,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781538740446B/the-beach-house,8.0,5.22,1.01,3.0,3
BEACH TOWN,"Andrews, Mary Kay",Pocket Books,9781250000000.0,St. Martin's Press,,"['Fiction', 'Romance', 'Fiction', ""Women's Fiction"", 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250213464B/beach-town,7.56,4.42,1.29,2.0,76
BEAR WITH ME NOW,"Shepard, Katie",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780593549292B/bear-with-me-now,8.0,5.5,1.0,3.0,6
BEAUTIFUL,"Steel, Danielle",Pocket Books,9781980000000.0,Dell,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984821669B/beautiful,6.91,4.14,0.91,2.25,89
BEAUTIFUL,"Steel, Danielle",Hardcover,9781980000000.0,Delacorte Press,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984821645B/beautiful,9.16,5.92,1.08,1.88,1000
"A BEAUTIFUL ARRANGEMENT (AN AMISH JOURNEY NOVEL, BK. 3)","Wiseman, Beth",Paperback,9780310000000.0,Zondervan,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780310357179B/a-beautiful-arrangement-an-amish-journey-nove,8.45,5.52,0.85,2.75,3
"BEAUTIFUL DISASTER (BEAUTIFUL, BK 1)","McGuire, Jamie",Paperback,9781480000000.0,Atria Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781476712048B/beautiful-disaster-beautiful-bk-1,7.97,4.92,1.11,1.88,1000
"THE BEAUTIFUL PRETENDER (A MEDIEVAL FAIRY TALE, BK. 2)","Dickerson, Melanie",Paperback,9780720000000.0,Thomas Nelson,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780718026288B/the-beautiful-pretender-a-medieval-fairy-tale,8.39,5.42,0.89,2.5,10
BEAUTY DATES THE BEAST,"Sims, Jessica",Pocket Books,9781440000000.0,Pocket Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781439188231B/beauty-dates-the-beast,6.57,4.05,1.11,2.0,13
BECOMING SCARLETT,"Geraghty, Ciara",Paperback,9780340000000.0,Hodder & Stoughton,,"['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780340976579B/becoming-scarlett,8.0,5.5,1.5,3.0,1
BEFORE I DO,"Cousens, Sophie",Paperback,9780590000000.0,G. P. Putnam's Sons,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593539873B/before-i-do,8.19,5.47,0.94,3.0,1000
BEFORE I GO,"Oakley, Colleen",Paperback,9781480000000.0,Gallery Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781476761671B/before-i-go,8.33,5.29,0.91,2.5,7
BEFORE I GO,"Charles, Brian",Paperback,9781500000000.0,Kensington Publishing Corporation,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781496736390B/before-i-go,8.17,5.45,0.94,3.0,2
BEGUILED,"Gist, Deeanne",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780764206283B/beguiled,8.3,5.4,1.0,2.5,1
BEHIND THE SCENES,"Stetz-Waters, Karelia",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538709252B/behind-the-scenes,8.04,5.24,1.0,2.75,7
BELLA POLDARK,"Graham, Winston",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Sagas']",https://www.bookdepot.com/Store/Details/9781250244789B/bella-poldark,8.21,5.36,1.82,2.12,3
BELLEWETHER,"Kearsley, Susanna",Paperback,9781490000000.0,Sourcebooks,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781492637134B/bellewether,8.34,5.78,1.24,2.25,332
BEND TOWARD THE SUN,"Devon, Jen",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250822000B/bend-toward-the-sun,8.23,5.56,1.21,3.0,110
THE BEST IS YET TO COME,"Macomber, Debbie",Pocket Books,9781980000000.0,Ballantine Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984818867B/the-best-is-yet-to-come,6.76,3.9,0.98,2.25,8
THE BEST IS YET TO COME,"Macomber, Debbie",Hardcover,9781980000000.0,Ballantine Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781984818843B/the-best-is-yet-to-come,9.57,6.29,1.22,3.75,892
THE BEST SUMMER OF OUR LIVES,"Hauck, Rachel",Hardcover,9780760000000.0,Bethany House,,"['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780764241826B/the-best-summer-of-our-lives,8.78,5.71,1.36,4.0,13
THE BEST SUMMER OF OUR LIVES,"Hauck, Rachel",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780764240973B/the-best-summer-of-our-lives,8.47,5.59,1.12,3.0,116
BETTER LUCK NEXT TIME,"Johnson, Julia Claiborne",Hardcover,9780060000000.0,Custom House,,"['Fiction', 'Humorous', 'Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062916365B/better-luck-next-time,9.37,6.29,1.18,1.88,3
BETTING ON HOPE,"Clopton, Debra",Paperback,9781400000000.0,Thomas Nelson,,"['Fiction', 'Thrillers', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781401690496B/betting-on-hope,8.39,5.43,0.89,2.25,2
BETWEEN YOU AND ME,"Wiggs, Susan",Paperback,9780060000000.0,William Morrow & Company,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062425553B/between-you-and-me,8.11,5.0,1.09,3.0,10
BIRDS OF CALIFORNIA,"Cotugno, Katie",Paperback,9780060000000.0,HarperPerennial,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063159143B/birds-of-california,7.75,4.98,0.8,1.5,61
BLACK HEART LOA,"Phoenix, Adrian",Pocket Books,9781440000000.0,Pocket Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781439167922B/black-heart-loa,6.64,3.62,1.11,2.0,11
"BLAME IT ON THE DUKE (DISGRACEFUL DUKES, BK. 3)","Bell, Lenora",Paperback,9780350000000.0,Piatkus Books,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780349417639B/blame-it-on-the-duke-disgraceful-dukes-bk-3,8.0,5.5,1.5,2.25,1
"BLAZING EARTH (STONE CIRCLES, BK. 3)","Brisbin, Terri",Pocket Books,9780450000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780451469120B/blazing-earth-stone-circles-bk-3,6.71,4.25,1.17,1.0,10
"THE BLESSING (AMISH COOKING CLASS, BK. 2)","Brunstetter, Wanda E.",Pocket Books,9781640000000.0,Barbour Books,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781636091242B/the-blessing-amish-cooking-class-bk-2,7.48,4.14,0.85,2.0,56
"BLIND TRUST (THE SNAP AGENCY, BK. 3)","Walters, Natalie",Paperback,9780800000000.0,Revell,,"['Fiction', 'Romance', 'Fiction', 'Suspense', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800739805B/blind-trust-the-snap-agency-bk-3,8.52,5.57,0.98,3.0,35
"BLOOD MAGICK (COUSINS O'DWYER TRILOGY, BK. 3)","Roberts, Nora",Paperback,9780430000000.0,Berkley Trade,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780425259870B/blood-magick-cousins-odwyer-trilogy-bk-3,8.24,5.58,0.99,3.0,47
"BLOOD MAGICK (THE COUSINS O'DWYER TRILOGY, BK. 3)","Roberts, Nora",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593545706B/blood-magick-the-cousins-odwyer-trilogy-bk-3,8.2,5.56,1.1,2.0,447
"BLUE SKIES (SUMMER DESSERTS/LESSONS LEARNED, 2 BOOKS IN 1)","Roberts, Nora",Paperback,9781250000000.0,St. Martin's Publishing,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250847133B/blue-skies-summer-dessertslessons-learned-2-b,6.94,4.71,1.59,1.75,860
BOLD FORTUNE (THE FORTUNES OF LOST LAKE SERIES),"Crane, M. M.",Paperback,9780590000000.0,Jove,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593335376B/bold-fortune-the-fortunes-of-lost-lake-series,6.73,4.18,0.84,1.0,9
"BOLD LOVE (FOREVER ADIRONDACKS, BK. 3)","Accardo, Lauren",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593200339B/bold-love-forever-adirondacks-bk-3,6.75,4.1,0.96,1.0,47
"THE BOOK OF SCANDAL (THE SCANDALOUS SERIES, BK. 1)","London, Julia",Pocket Books,9781670000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781668026571B/the-book-of-scandal-the-scandalous-series-bk,7.41,4.09,1.12,1.88,1000
THE BOOK OF SILVER LININGS,"Fischer, Nan",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593438718B/the-book-of-silver-linings,7.91,5.12,0.96,3.0,507
THE BOOKSHOP BY THE BAY,"Kelley, Pamela",Hardcover,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250283573B/the-bookshop-by-the-bay,8.53,5.64,1.18,4.0,41
"BOONE (ETERNITY SPRINGS: THE MCBRIDES OF TEXAS, BK. 18)","March, Emily",Pocket Books,9781250000000.0,St. Martin's Press,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250314956B/boone-eternity-springs-the-mcbrides-of-texas,6.79,4.15,0.84,1.37,25
"BORN IN ICE (THE CONCANNON SISTERS TRILOGY, BK. 2)","Roberts, Nora",Paperback,9780750000000.0,Piatkus Books,,"['Fiction', 'Romance', 'Fiction', 'Sagas']",https://www.bookdepot.com/Store/Details/9780749928902B/born-in-ice-the-concannon-sisters-trilogy-bk,7.77,4.96,1.08,3.5,15
BORN IN FIRE,"Roberts, Nora",Pocket Books,9780520000000.0,Jove Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780515114690B/born-in-fire,6.72,4.11,1.26,2.5,8
BORN IN SHAME,"Roberts, Nora",Pocket Books,9780520000000.0,Jove Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780515117790B/born-in-shame,6.78,4.13,1.05,2.5,137
"BORN OF SHADOWS (THE LEAGUE, BK. 4)","Kenyon, Sherrilyn",Pocket Books,9780450000000.0,Grand Central Publishing,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780446573269B/born-of-shadows-the-league-bk-4,6.73,4.19,1.13,1.69,502
"BORN TO BE A COWBOY (MONTANA STRONG, BK. 3)","Ryan, R. C.",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Westerns', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781538711194B/born-to-be-a-cowboy-montana-strong-bk-3,6.42,3.81,1.31,2.0,176
BOUND BY DARKNESS,"Morgan, Alexis",Pocket Books,9781440000000.0,Pocket Star,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781439176047B/bound-by-darkness,6.73,4.15,1.03,2.0,3
"BOUND TO DANGER (DEADLY OPS SERIES, BK. 2)","Reus, Katie",Pocket Books,9780450000000.0,New American Library,,"['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780451419224B/bound-to-danger-deadly-ops-series-bk-2,6.69,4.19,1.04,1.75,1
"BREAKPOINT (A HIGH RISK NOVEL, BK. 4)","Ross, JoAnn",Pocket Books,9780450000000.0,Signet Book,,"['Fiction', 'Romance', 'Fiction', ""Women's Fiction"", 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780451227768B/breakpoint-a-high-risk-novel-bk-4,6.71,4.11,1.19,1.75,2
THE BREAKUP TOUR,"Wibberley, Emily",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593638644B/the-breakup-tour,7.97,5.24,0.83,3.0,460
THE BREAKUP VACATION,"Gracia, Anna",Paperback,9781670000000.0,MTV Books,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9781668010969B/the-breakup-vacation,8.26,5.36,0.95,3.0,155
"THE BRIDE GOES ROGUE (THE FIFTH AVENUE REBELS, BK. 3)","Shupe, Joanna",Paperback,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063045064B/the-bride-goes-rogue-the-fifth-avenue-rebels,6.6,4.14,1.12,1.0,25
A BRIDE FOR ALL SEASONS (MAIL-ORDER BRIDE COLLECTION),"Brownley, Margaret",Paperback,9781400000000.0,Thomas Nelson,,"['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Anthologies (multiple authors)']",https://www.bookdepot.com/Store/Details/9781401688530B/a-bride-for-all-seasons-mail-order-bride-coll,8.4,5.42,1.12,2.75,68
THE BRIDGES OF MADISON COUNTY,"Waller, Robert James",Paperback,9781460000000.0,Grand Central Publishing,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781455554294B/the-bridges-of-madison-county,8.09,5.18,0.58,2.75,1
BRIDGET JONES'S DIARY,"Fielding, Helen",Paperback,9780140000000.0,Penguin Books,,"['Fiction', 'Humorous', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780140280098B/bridget-joness-diary,8.06,5.04,0.5,2.25,12
"THE BRIGHT SPOT (THE SUNRISE COVE SERIES, BK. 5)","Shalvis, Jill",Hardcover,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9780063235762B/the-bright-spot-the-sunrise-cove-series-bk-5,9.25,6.5,1.0,4.0,249
"A BRIGHTER DAWN (AMISH MEMORIES, BK. 1)","Gould, Leslie",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Religious', 'Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780764240249B/a-brighter-dawn-amish-memories-bk-1,8.53,5.64,1.19,3.0,78
THE BRIGHTEST STAR,"Michaels, Fern",Pocket Books,9781420000000.0,Zebra Books,,"['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781420150346B/the-brightest-star,6.96,4.72,0.81,1.75,46
"THE BRILLIANCE OF STARS (A JACK AND IVY NOVEL, BK. 1)","Ciesielski, J'nell",Paperback,9780790000000.0,Thomas Nelson,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9780785248453B/the-brilliance-of-stars-a-jack-and-ivy-novel,8.44,5.54,1.0,2.25,50
BROKEN PRINCE,"Watt, Erin",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Coming of Age']",https://www.bookdepot.com/Store/Details/9780593642153B/broken-prince,7.96,5.18,0.79,3.0,896
A BRUSH WITH LOVE,"Eddings, Mazey",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250805980B/a-brush-with-love,8.21,5.21,1.22,3.0,32
BUILT TO LAST,"Hahn, Erin",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250827098B/built-to-last,8.17,5.37,1.06,3.0,6
"THE BULLET (EVE DUNCAN, BK. 27)","Johansen, Iris",Hardcover,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Mystery & Detective', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781538713198B/the-bullet-eve-duncan-bk-27,9.28,6.14,1.43,1.88,56
BURDEN OF PROOF,"Bunn, Davis",Paperback,9780800000000.0,Revell,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800727888B/burden-of-proof,8.46,5.54,0.94,2.25,2
"BURN (THE PRETENDERS SERIES, BK. 3)","Lush, Tamara",Paperback,9782000000000.0,Wattpad Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781998854974B/burn-the-pretenders-series-bk-3,8.27,5.25,0.72,4.0,15
"THE BURNING (BRIGHTEST STARS, BK. 2)","Todd, Anna",Paperback,9781990000000.0,Wattpad Books,,"['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', 'War & Military']",https://www.bookdepot.com/Store/Details/9781990778551B/the-burning-brightest-stars-bk-2,8.56,5.51,1.12,3.0,32
BUSINESS NOT AS USUAL,"Cooper, Sharon C.",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9780593335253B/business-not-as-usual,8.2,5.47,1.0,2.75,55
THE BUSINESS OF LOVERS,"Dickey, Eric Jerome",Hardcover,9781520000000.0,Dutton Books,,"['Fiction', 'African American', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781524745202B/the-business-of-lovers,9.33,6.3,1.38,1.75,579
THE BUSINESS OF LOVERS,"Dickey, Eric Jerome",Paperback,9781520000000.0,Dutton Books,,"['Fiction', 'Romance', 'Fiction', 'African American', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781524745219B/the-business-of-lovers,8.04,5.36,0.95,3.0,68
THE BUTLER (LARGE PRINT),"Steel, Danielle",Paperback,9780590000000.0,Random House Large Print,,"['Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593503829B/the-butler-large-print,9.14,5.96,1.17,5.25,245
THE BUTLER,"Steel, Danielle",Pocket Books,9781980000000.0,Dell,,"['Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781984821546B/the-butler,6.85,4.12,1.06,1.13,16
THE BUTLER,"Steel, Danielle",Hardcover,9781980000000.0,Delacorte Press,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781984821522B/the-butler,9.58,6.45,1.12,2.81,176
"CAESAR'S LORD (CONSTANTINE'S EMPIRE, BK. 3)","Litfin, Bryan",Paperback,9780800000000.0,Revell,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800738198B/caesars-lord-constantines-empire-bk-3,8.92,6.05,1.55,3.37,1
THE CAKE THERAPIST,"Fertig, Judith",Paperback,9780430000000.0,Berkley Publishing Group,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780425277324B/the-cake-therapist,8.3,5.59,0.91,2.5,14
"CALAMITY (UNCHARTED HEARTS, BK. 1)","Fay, Constance",Paperback,9781250000000.0,Bramble Books,,"['Fiction', 'Science Fiction', 'Fiction', 'Romance', 'Fiction', 'Action & Adventure']",https://www.bookdepot.com/Store/Details/9781250330413B/calamity-uncharted-hearts-bk-1,8.17,5.46,0.87,3.25,122
"CAPTIVE (EVE DUNCAN, BK. 29)","Johansen, Iris",Hardcover,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Suspense', 'Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538726297B/captive-eve-duncan-bk-29,9.26,6.16,1.38,1.88,459
CAPTURE THE SUN,"Mihalik, Jessie",Paperback,9780060000000.0,HarperCollins Publishers,,"['Fiction', 'Science Fiction', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063051102B/capture-the-sun,8.0,5.5,1.5,2.63,234
